,Unnamed: 0,RA,DEC,Redshift,TrueLabels,labels
2152,2152,17.414206,0.016094,0.0458976666666666,CGA900,49
7402,7402,17.415309,-45.991943,0.0237016666666666,ABELL 2877,43
2153,2153,17.42098,0.006881,0.0463423333333333,CGA900,49
7403,7403,17.4255,-45.883861,0.0236633333333333,ABELL 2877,43
7404,7404,17.435541,-45.976361,0.0243633333333333,ABELL 2877,43
7405,7405,17.436847,-45.942101,0.0329833333333333,ABELL 2877,43
7407,7407,17.437959,-45.989694,0.0212,ABELL 2877,43
7406,7406,17.437959,-45.96523,0.0205333333333333,ABELL 2877,43
6361,6361,17.444152,-45.782657,0.0198513333333333,ABELL 2877,43
6362,6362,17.447042,-45.878028,0.0228333333333333,ABELL 2877,43
6363,6363,17.449788,-45.857002,0.019986,ABELL 2877,43
6364,6364,17.457459,-46.206917,0.0246333333333333,ABELL 2877,43
6365,6365,17.463958,-46.237306,0.0227996666666666,ABELL 2877,43
7408,7408,17.468042,-45.952306,0.0213533333333333,ABELL 2877,43
7409,7409,17.471334,-45.890917,0.0220166666666666,ABELL 2877,43
6366,6366,17.477341,-46.097889,0.0239833333333333,ABELL 2877,43
4108,4108,17.480705,-46.991795,0.023336,ABELL 2870,40
4107,4107,17.481568,-45.931215,0.0242173333333333,ABELL 2877,43
7410,7410,17.484951,-46.139264,0.0220233333333333,ABELL 2877,43
7411,7411,17.498541,-45.812333,0.0221533333333333,ABELL 2877,43
7412,7412,17.506376,-45.968722,0.0267033333333333,ABELL 2877,43
6367,6367,17.522106,-45.904324,0.02142,ABELL 2877,43
7413,7413,17.524321,-45.990593,0.0228666666666666,ABELL 2877,43
6368,6368,17.527584,-45.931778,0.0243433333333333,ABELL 2877,43
7414,7414,17.567585,-46.111779,0.0230266666666666,ABELL 2877,43
7415,7415,17.569917,-46.004278,0.0219,ABELL 2877,43
7416,7416,17.574936,-45.932973,0.02841,ABELL 2877,43
6369,6369,17.583042,-45.855111,0.02355,ABELL 2877,43
4109,4109,17.615469,-46.074233,0.0226066666666666,ABELL 2877,43
6370,6370,17.622768,-46.174536,0.022984,ABELL 2877,43
11457,11457,17.63574,-15.64109,0.0420609999999999,ABELL 0151,47
6371,6371,17.639541,-45.794306,0.0280266666666666,ABELL 2877,43
7417,7417,17.641033,-46.010727,0.0226533333333333,ABELL 2877,43
7418,7418,17.646834,-46.000694,0.0275166666666666,ABELL 2877,43
6372,6372,17.652959,-46.22375,0.0305033333333333,ABELL 2877,43
6373,6373,17.659458,-45.800417,0.0239366666666666,ABELL 2877,43
6374,6374,17.696958,-45.756556,0.0236533333333333,ABELL 2877,43
6375,6375,17.698917,-45.783778,0.0249433333333333,ABELL 2877,43
7419,7419,17.71155,-46.096456,0.0267966666666666,ABELL 2877,43
6376,6376,17.714458,-45.864333,0.02652,ABELL 2877,43
4110,4110,17.726916,-17.1975,0.0422166666666666,ABELL 2881,50
6377,6377,17.732496,-45.655487,0.0234996666666666,ABELL 2877,43
6378,6378,17.752584,-45.664917,0.0260066666666666,ABELL 2877,43
6379,6379,17.76921,-45.978808,0.0260206666666666,ABELL 2877,43
7420,7420,17.769679,-46.07112,0.03111,ABELL 2877,43
4111,4111,17.809416,-17.07075,0.0445433333333333,ABELL 2881,50
7421,7421,17.826553,-45.878652,0.01693,ABELL 2877,43
4112,4112,17.830311,-45.932153,0.021841,ABELL 2877,43
4113,4113,17.842575,-17.071564,0.045578,ABELL 2881,50
6380,6380,17.856268,-45.865295,0.0229886666666666,ABELL 2877,43
4114,4114,17.865043,-45.937648,0.0279033333333333,ABELL 2877,43
1723,1723,17.884305,15.183008,0.04014,CGB51687,51
6381,6381,17.901256,-15.214463,0.0430756666666666,ABELL 0159,52
10723,10723,17.949879,15.098329,0.03853,ABELL 0160,53
7422,7422,17.963792,-45.671167,0.0249866666666666,ABELL 2877,43
6382,6382,17.968915,-45.817295,0.0217326666666666,ABELL 2877,43
9160,9160,17.971841,15.470078,0.041662,ABELL 0160,53
7423,7423,17.972728,-45.979613,0.0259863333333333,ABELL 2877,43
9158,9158,17.985583,15.466481,0.0439776666666666,ABELL 0160,53
9154,9154,18.007923,15.346601,0.038497,ABELL 0160,53
10346,10346,18.057969,15.277097,0.0459246666666666,ABELL 0160,53
7424,7424,18.058416,-45.729806,0.0256766666666666,ABELL 2877,43
1201,1201,18.073629,14.975802,0.043011,CGB16972,54
4115,4115,18.079393,-45.888469,0.0266133333333333,ABELL 2877,43
1722,1722,18.085018,14.966945,0.038399,CGB16972,54
9155,9155,18.101598,15.355483,0.0437906666666666,ABELL 0160,53
9153,9153,18.101765,15.335613,0.0433453333333333,ABELL 0160,53
9171,9171,18.104217,15.643617,0.044203,ABELL 0160,53
7642,7642,18.113961,15.750012,0.03784,ABELL 0160,53
10337,10337,18.114159,15.591354,0.0415783333333333,ABELL 0160,53
10349,10349,18.12471,15.738922,0.0373436666666666,ABELL 0160,53
7425,7425,18.132611,-45.814617,0.0305466666666666,ABELL 2877,43
7426,7426,18.138936,-46.089232,0.03015,ABELL 2877,43
9175,9175,18.148929,15.721446,0.0376653333333333,ABELL 0160,53
4116,4116,18.157506,-46.069268,0.026428,ABELL 2877,43
9165,9165,18.158352,15.551092,0.0428463333333333,ABELL 0160,53
9159,9159,18.159019,15.467831,0.042559,ABELL 0160,53
6383,6383,18.163291,-46.377361,0.0268633333333333,ABELL 2877,43
9172,9172,18.169962,15.658605,0.0384493333333333,ABELL 0160,53
10348,10348,18.177579,15.829659,0.03709,ABELL 0160,53
4117,4117,18.182768,15.707728,0.0385526666666666,ABELL 0160,53
9166,9166,18.183155,15.589338,0.042968,ABELL 0160,53
10333,10333,18.188384,15.456402,0.0439283333333333,ABELL 0160,53
9164,9164,18.199966,15.528559,0.0408243333333333,ABELL 0160,53
9163,9163,18.205931,15.507603,0.0453766666666666,ABELL 0160,53
9162,9162,18.207717,15.505406,0.042772,ABELL 0160,53
9169,9169,18.224543,15.602384,0.0409553333333333,ABELL 0160,53
362,362,18.225129,15.546923,0.046217,CGB12617,55
1719,1719,18.240212,15.472343,0.0133133333333333,CGB1968,56
1718,1718,18.244233,15.470686,0.042969,CGB1968,56
9167,9167,18.24778,15.59156,0.040658,ABELL 0160,53
4118,4118,18.248176,15.491209,0.0438166666666666,ABELL 0160,53
10286,10286,18.261875,15.527333,0.0456556666666666,ABELL 0160,53
10332,10332,18.265416,15.502266,0.0410573333333333,ABELL 0160,53
9156,9156,18.266169,15.454771,0.0411253333333333,ABELL 0160,53
10334,10334,18.274662,15.441586,0.0400286666666666,ABELL 0160,53
10336,10336,18.280926,15.508797,0.0448463333333333,ABELL 0160,53
9157,9157,18.280947,15.464121,0.0430706666666666,ABELL 0160,53
10339,10339,18.287816,15.629602,0.0444563333333333,ABELL 0160,53
9144,9144,18.29965,15.099545,0.0455053333333333,ABELL 0160,53
9178,9178,18.299679,15.833318,0.0441563333333333,ABELL 0160,53
10724,10724,18.305059,15.507802,0.0401866666666666,ABELL 0160,53
9009,9009,18.310338,0.191573,0.0448746666666666,ABELL 0168,57
10335,10335,18.311193,15.44432,0.0459116666666666,ABELL 0160,53
9161,9161,18.317623,15.502812,0.0441546666666666,ABELL 0160,53
10343,10343,18.318307,15.393245,0.0445966666666666,ABELL 0160,53
9173,9173,18.318455,15.676828,0.0381976666666666,ABELL 0160,53
9176,9176,18.329568,15.759774,0.0427629999999999,ABELL 0160,53
10338,10338,18.329604,15.703598,0.0436713333333333,ABELL 0160,53
10344,10344,18.339412,15.351014,0.0435366666666666,ABELL 0160,53
9179,9179,18.341568,15.851426,0.0451576666666666,ABELL 0160,53
9151,9151,18.35112,15.241045,0.0416696666666666,ABELL 0160,53
4119,4119,18.351936,15.782727,0.0385523333333333,ABELL 0160,53
10374,10374,18.35886,15.251774,0.0419246666666666,ABELL 0160,53
10345,10345,18.361123,15.335221,0.042294,ABELL 0160,53
6384,6384,18.363,-45.578819,0.0250966666666666,ABELL 2877,43
4120,4120,18.363354,0.152456,0.0430786666666666,ABELL 0168,57
10342,10342,18.375974,15.450936,0.0462333333333333,ABELL 0160,53
1721,1721,18.376409,15.546252,0.039643,CGB2600,58
1720,1720,18.378702,15.551501,0.0441153333333333,CGB2600,58
7578,7578,18.387741,0.49668,0.0440743333333333,ABELL 0168,57
6385,6385,18.402442,0.406923,0.0457836666666666,ABELL 0168,57
4121,4121,18.403709,-45.335222,0.0315366666666666,ABELL 2877,43
8445,8445,18.406568,0.423753,0.0465746666666666,ABELL 0168,57
10340,10340,18.420327,15.531425,0.04524,ABELL 0160,53
9149,9149,18.42909,15.231634,0.0451573333333333,ABELL 0160,53
9174,9174,18.437289,15.683402,0.0442453333333333,ABELL 0160,53
4122,4122,18.443028,0.305694,0.0443146666666666,ABELL 0168,57
6386,6386,18.445238,0.202038,0.0449833333333333,ABELL 0168,57
7643,7643,18.448551,15.508259,0.0452923333333333,ABELL 0160,53
10341,10341,18.460724,15.471784,0.0435133333333333,ABELL 0160,53
4123,4123,18.462499,-45.409944,0.03242,ABELL 2877,43
6388,6388,18.481123,0.411959,0.0463229999999999,ABELL 0168,57
6387,6387,18.481485,0.567428,0.0418166666666666,ABELL 0168,57
6389,6389,18.488214,0.371423,0.0453583333333333,ABELL 0168,57
6390,6390,18.494928,-45.413058,0.0313406666666666,ABELL 2877,43
9177,9177,18.510261,15.81713,0.0377813333333333,ABELL 0160,53
4124,4124,18.522074,-46.253344,0.031148,ABELL 2877,43
6391,6391,18.54202,0.201676,0.0438753333333333,ABELL 0168,57
6392,6392,18.547806,0.164049,0.0447336666666666,ABELL 0168,57
7427,7427,18.54879,-46.292656,0.029998,ABELL 2877,43
10146,10146,18.553725,0.163246,0.045016,ABELL 0168,57
9170,9170,18.565608,15.636782,0.0427353333333333,ABELL 0160,53
4125,4125,18.565807,0.765386,0.042389,ABELL 0168,57
9168,9168,18.570106,15.592414,0.038255,ABELL 0160,53
6393,6393,18.589802,0.179696,0.0442213333333333,ABELL 0168,57
10147,10147,18.592208,0.196949,0.043306,ABELL 0168,57
11458,11458,18.5934,0.46815,0.0416013333333333,ABELL 0168,57
6394,6394,18.602846,0.408042,0.0465603333333333,ABELL 0168,57
363,363,18.60706,0.536099,0.041005,CGA563,59
10347,10347,18.611415,15.792617,0.03952,ABELL 0160,53
6395,6395,18.624125,0.204475,0.045106,ABELL 0168,57
6396,6396,18.624447,0.215219,0.0462803333333333,ABELL 0168,57
864,864,18.625951,0.528918,0.046638,CGA563,59
4126,4126,18.628379,0.324527,0.0435986666666666,ABELL 0168,57
10350,10350,18.639516,15.502713,0.0433466666666666,ABELL 0160,53
10373,10373,18.647092,0.473762,0.0433916666666666,ABELL 0168,57
6397,6397,18.676115,0.132773,0.0410416666666666,ABELL 0168,57
6398,6398,18.681465,0.089719,0.044609,ABELL 0168,57
6399,6399,18.68272,0.286017,0.045132,ABELL 0168,57
6400,6400,18.695528,0.524697,0.0453626666666666,ABELL 0168,57
4127,4127,18.70298,0.22998,0.0461313333333333,ABELL 0168,57
6401,6401,18.725868,0.507422,0.043722,ABELL 0168,57
4129,4129,18.726033,0.303284,0.0442353333333333,ABELL 0168,57
6402,6402,18.72756,-0.037234,0.0448723333333333,ABELL 0168,57
9014,9014,18.729685,0.475679,0.0451136666666666,ABELL 0168,57
6403,6403,18.733827,0.39154,0.0442236666666666,ABELL 0168,57
4128,4128,18.73443,0.130671,0.0414576666666666,ABELL 0168,57
10725,10725,18.734937,0.439638,0.044936,ABELL 0168,57
9016,9016,18.737146,0.533602,0.0439746666666666,ABELL 0168,57
4130,4130,18.739947,0.430794,0.0447886666666666,ABELL 0168,57
11125,11125,18.740381,0.149356,0.0454786666666666,ABELL 0168,57
9010,9010,18.743738,0.263275,0.045262,ABELL 0168,57
6404,6404,18.747279,0.618396,0.0423783333333333,ABELL 0168,57
10371,10371,18.747936,0.245756,0.0425526666666666,ABELL 0168,57
6405,6405,18.759759,0.307443,0.046152,ABELL 0168,57
4133,4133,18.765221,0.405208,0.044638,ABELL 0168,57
4131,4131,18.772924,0.322202,0.0418136666666666,ABELL 0168,57
10726,10726,18.774473,0.429709,0.0447883333333333,ABELL 0168,57
4132,4132,18.780597,0.465792,0.042384,ABELL 0168,57
6407,6407,18.784212,0.227104,0.0437103333333333,ABELL 0168,57
6408,6408,18.785108,0.303632,0.0463936666666666,ABELL 0168,57
6406,6406,18.785756,-0.048421,0.0435783333333333,ABELL 0168,57
6410,6410,18.786376,0.576002,0.0453513333333333,ABELL 0168,57
6409,6409,18.786663,0.265773,0.0428373333333333,ABELL 0168,57
6411,6411,18.786726,0.296971,0.045765,ABELL 0168,57
975,975,18.787835,-9.006538,0.017769,CGB3573,60
9017,9017,18.789649,0.68141,0.042941,ABELL 0168,57
6412,6412,18.79531,-0.116601,0.0436193333333333,ABELL 0168,57
4134,4134,18.803685,0.342312,0.0450236666666666,ABELL 0168,57
6413,6413,18.805352,0.4912,0.0423203333333333,ABELL 0168,57
6414,6414,18.808037,0.28929,0.0459336666666666,ABELL 0168,57
10370,10370,18.809162,0.240091,0.043279,ABELL 0168,57
6415,6415,18.809786,0.338744,0.0466959999999999,ABELL 0168,57
4135,4135,18.815775,0.213469,0.0450633333333333,ABELL 0168,57
9011,9011,18.818055,0.309499,0.0432626666666666,ABELL 0168,57
6416,6416,18.818167,0.235362,0.0433813333333333,ABELL 0168,57
6417,6417,18.818386,0.18872,0.044937,ABELL 0168,57
10727,10727,18.81951,0.396779,0.0434953333333333,ABELL 0168,57
4136,4136,18.819893,0.185652,0.044905,ABELL 0168,57
10728,10728,18.820538,0.277311,0.0465363333333333,ABELL 0168,57
9005,9005,18.823101,0.100264,0.038715,ABELL 0168,57
6418,6418,18.82321,0.165276,0.0450246666666666,ABELL 0168,57
4137,4137,18.836941,0.259274,0.0432996666666666,ABELL 0168,57
11126,11126,18.846045,0.114722,0.0459783333333333,ABELL 0168,57
6419,6419,18.847983,0.632292,0.035712,ABELL 0168,57
4138,4138,18.853607,0.281799,0.0466416666666666,ABELL 0168,57
6420,6420,18.856161,0.071702,0.0423583333333333,ABELL 0168,57
6421,6421,18.86034,0.214215,0.0464346666666666,ABELL 0168,57
6422,6422,18.860848,0.205306,0.0434136666666666,ABELL 0168,57
11106,11106,18.86421,0.324097,0.0424396666666666,ABELL 0168,57
6424,6424,18.870174,0.514834,0.0439253333333333,ABELL 0168,57
6423,6423,18.873564,0.169601,0.043628,ABELL 0168,57
9012,9012,18.873756,0.331055,0.042834,ABELL 0168,57
6425,6425,18.876837,0.222799,0.0450553333333333,ABELL 0168,57
4139,4139,18.879919,0.299196,0.0466486666666666,ABELL 0168,57
6427,6427,18.883377,0.289779,0.0465943333333333,ABELL 0168,57
6426,6426,18.883865,0.040534,0.0455633333333333,ABELL 0168,57
10148,10148,18.886299,0.07262,0.046728,ABELL 0168,57
9013,9013,18.900313,0.391946,0.045408,ABELL 0168,57
6428,6428,18.905049,0.032801,0.044249,ABELL 0168,57
1788,1788,18.906578,0.092819,0.0436379999999999,CGB32549,61
9007,9007,18.907241,0.138859,0.0464093333333333,ABELL 0168,57
11127,11127,18.90777,0.216208,0.0452203333333333,ABELL 0168,57
10729,10729,18.908583,0.364376,0.0428503333333333,ABELL 0168,57
865,865,18.913296,0.103038,0.0441553333333333,CGB32549,61
9008,9008,18.915425,0.187434,0.0454986666666666,ABELL 0168,57
2359,2359,18.918195,0.08987,0.043512,CGB32549,61
6429,6429,18.936346,0.33241,0.044698,ABELL 0168,57
6430,6430,18.936889,0.233335,0.044452,ABELL 0168,57
6431,6431,18.938408,0.24572,0.0430816666666666,ABELL 0168,57
10372,10372,18.949014,0.409149,0.046509,ABELL 0168,57
6432,6432,18.949828,0.241051,0.0452056666666666,ABELL 0168,57
6433,6433,18.963964,0.146877,0.0393253333333333,ABELL 0168,57
11107,11107,18.966684,0.276202,0.0456283333333333,ABELL 0168,57
11128,11128,18.976911,0.400686,0.0400323333333333,ABELL 0168,57
9018,9018,18.990372,0.693316,0.0428386666666666,ABELL 0168,57
4140,4140,19.013724,-0.114625,0.046129,ABELL 0168,57
9006,9006,19.017207,0.100872,0.0450403333333333,ABELL 0168,57
6434,6434,19.017565,0.018338,0.045646,ABELL 0168,57
4141,4141,19.023354,-0.014899,0.0445773333333333,ABELL 0168,57
6435,6435,19.053265,-0.107875,0.04674,ABELL 0168,57
9004,9004,19.084845,0.00439,0.0437303333333333,ABELL 0168,57
9015,9015,19.101591,0.521844,0.0432456666666666,ABELL 0168,57
1036,1036,19.307661,1.163542,0.0442593333333333,CGB58022,62
4142,4142,19.577667,-37.104083,0.0318356666666666,ABELL 2896,63
1037,1037,19.629918,1.163996,0.0445453333333333,CGA113,64
1034,1034,19.63723,1.15852,0.0442066666666666,CGA113,64
1038,1038,19.647471,1.166536,0.0438546666666666,CGA113,64
1936,1936,19.649502,1.155536,0.0450026666666666,CGA113,64
2339,2339,19.825443,14.81432,-0.00019,CGB27261,65
2360,2360,20.304435,0.187114,0.0127893333333333,CGB11288,66
4143,4143,20.59903,-0.875222,0.0271136666666666,ABELL 0194,67
4144,4144,20.695538,-1.392048,0.018957,ABELL 0194,67
4145,4145,20.801559,-0.641157,0.0274953333333333,ABELL 0194,67
4146,4146,20.810742,-0.700883,0.0066216666666666,ABELL 0194,67
4147,4147,20.82087,-0.905972,0.0258836666666666,ABELL 0194,67
4148,4148,20.83823,-1.976639,0.016142,ABELL 0194,67
4149,4149,20.919583,-1.830014,0.0186753333333333,ABELL 0194,67
6436,6436,20.948355,-1.516937,0.01737,ABELL 0194,67
4150,4150,20.98523,-1.634903,0.0198386666666666,ABELL 0194,67
6437,6437,21.009958,-1.657111,0.0194433333333333,ABELL 0194,67
7632,7632,21.021181,8.618427,0.0450493333333333,ABELL 0193,68
4151,4151,21.031431,-1.860184,0.0172923333333333,ABELL 0194,67
4152,4152,21.081193,-1.746295,0.0181663333333333,ABELL 0194,67
4153,4153,21.107945,-1.405943,0.0158656666666666,ABELL 0194,67
4154,4154,21.119313,-1.641236,0.018151,ABELL 0194,67
8970,8970,21.132041,-1.176542,0.0203873333333333,ABELL 0194,67
6438,6438,21.134166,-1.19884,0.01677,ABELL 0194,67
4155,4155,21.151642,2.044135,0.0318166666666666,ABELL 0189,69
4156,4156,21.173519,-1.587086,0.016747,ABELL 0194,67
7626,7626,21.178272,8.66539,0.0465883333333333,ABELL 0193,68
7579,7579,21.182893,1.367441,0.0298776666666666,ABELL 0189,69
6439,6439,21.188204,-1.566817,0.0193266666666666,ABELL 0194,67
4157,4157,21.212736,-1.691489,0.01793,ABELL 0194,67
4159,4159,21.218187,-1.617056,0.0195283333333333,ABELL 0194,67
4158,4158,21.223968,-1.50074,0.015836,ABELL 0194,67
7628,7628,21.225904,8.615593,0.0437513333333333,ABELL 0193,68
6440,6440,21.226731,-1.257831,0.0164853333333333,ABELL 0194,67
7617,7617,21.233884,8.667288,0.0460603333333333,ABELL 0193,68
7618,7618,21.239979,8.590186,0.0424029999999999,ABELL 0193,68
11102,11102,21.243585,8.704443,0.04673,ABELL 0193,68
4160,4160,21.245081,1.556665,0.0303043333333333,ABELL 0189,69
7622,7622,21.254182,8.74049,0.0458566666666666,ABELL 0193,68
8234,8234,21.268322,8.690585,0.0462166666666666,ABELL 0193,68
8463,8463,21.268902,1.708867,0.0191063333333333,ABELL 0189,69
11108,11108,21.276129,8.716609,0.0447,ABELL 0193,68
6441,6441,21.281519,-1.25881,0.0202103333333333,ABELL 0194,67
7625,7625,21.286597,8.741313,0.0458133333333333,ABELL 0193,68
7624,7624,21.294142,8.763522,0.0457966666666666,ABELL 0193,68
11514,11514,21.300417,8.716639,0.0463366666666666,ABELL 0193,68
4161,4161,21.304133,2.066892,0.0325013333333333,ABELL 0189,69
929,929,21.319115,14.14864,0.0168006666666666,CGB15871,70
7616,7616,21.32425,1.770347,0.0308193333333333,ABELL 0189,69
4162,4162,21.324495,-1.5174,0.01756,ABELL 0194,67
7623,7623,21.344479,8.694299,0.043573,ABELL 0193,68
7629,7629,21.347823,8.675423,0.0456866666666666,ABELL 0193,68
6442,6442,21.348696,-1.194799,0.017576,ABELL 0194,67
7621,7621,21.350701,8.735165,0.0461323333333333,ABELL 0193,68
4163,4163,21.358404,-1.55064,0.0181863333333333,ABELL 0194,67
7619,7619,21.37274,8.712484,0.0451736666666666,ABELL 0193,68
6443,6443,21.374004,-0.703738,0.017992,ABELL 0194,67
4164,4164,21.379777,-1.40812,0.0163896666666666,ABELL 0194,67
4166,4166,21.383458,-1.502653,0.0192593333333333,ABELL 0194,67
4165,4165,21.388208,-1.811865,0.0213863333333333,ABELL 0194,67
8961,8961,21.412966,-1.316685,0.017775,ABELL 0194,67
37,37,21.417917,34.712917,0.0159843333333333,HCG10,71
4169,4169,21.434455,-1.456697,0.017498,ABELL 0194,67
4167,4167,21.434648,-1.379486,0.017945,ABELL 0194,67
6444,6444,21.44725,-1.37205,0.018858,ABELL 0194,67
4171,4171,21.448742,-1.344513,0.0184526666666666,ABELL 0194,67
4168,4168,21.450473,-1.492295,0.017215,ABELL 0194,67
7278,7278,21.451034,-1.380887,0.016386,ABELL 0194,67
4170,4170,21.458208,-1.292806,0.0174503333333333,ABELL 0194,67
4172,4172,21.464355,-1.318083,0.0135666666666666,ABELL 0194,67
6445,6445,21.46857,-1.266569,0.0209006666666666,ABELL 0194,67
8958,8958,21.46985,-1.411276,0.020755,ABELL 0194,67
6446,6446,21.477962,-0.987877,0.0197826666666666,ABELL 0194,67
7288,7288,21.493245,-1.288938,0.0176666666666666,ABELL 0194,67
4173,4173,21.49644,-1.340164,0.0177946666666666,ABELL 0194,67
4174,4174,21.50268,-1.345174,0.0184176666666666,ABELL 0194,67
4175,4175,21.510445,-1.225624,0.018004,ABELL 0194,67
8452,8452,21.520774,-1.821284,0.018664,ABELL 0194,67
7627,7627,21.525304,8.873215,0.0463086666666666,ABELL 0193,68
8453,8453,21.531,-1.330389,0.0201266666666666,ABELL 0194,67
8235,8235,21.536876,-1.292172,0.0179876666666666,ABELL 0194,67
10578,10578,21.539084,19.139694,0.0439866666666666,ABELL 0195,72
7630,7630,21.544648,8.726597,0.0427923333333333,ABELL 0193,68
7631,7631,21.55035,8.65,0.0467233333333333,ABELL 0193,68
4176,4176,21.573874,-1.793385,0.0180706666666666,ABELL 0194,67
38,38,21.578501,34.754083,0.0154103333333333,HCG10,71
6447,6447,21.590679,-1.27463,0.01321,ABELL 0194,67
39,39,21.590709,34.702972,0.017297,HCG10,71
6448,6448,21.598917,-0.938745,0.0176296666666666,ABELL 0194,67
4177,4177,21.604794,-1.638761,0.0186376666666666,ABELL 0194,67
1026,1026,21.612673,0.981134,0.0080603333333333,CGA1057,73
40,40,21.620833,-23.193611,0.0430133333333333,HCG11,74
6449,6449,21.625486,-1.837775,0.018311,ABELL 0194,67
41,41,21.628542,34.675472,0.015541,HCG10,71
6450,6450,21.630938,-1.574875,0.018605,ABELL 0194,67
43,43,21.640702,-23.265621,0.0428693333333333,HCG11,74
42,42,21.641374,-23.226056,0.018431,HCG11,74
4178,4178,21.642417,19.339972,0.0425266666666666,ABELL 0195,72
4179,4179,21.645912,-1.112961,0.0195426666666666,ABELL 0194,67
6451,6451,21.649657,-0.870611,0.0212496666666666,ABELL 0194,67
6452,6452,21.65147,-1.517815,0.019245,ABELL 0194,67
4180,4180,21.68123,-1.306222,0.01668,ABELL 0194,67
44,44,21.690042,-23.221083,0.0322866666666666,HCG11,74
4182,4182,21.694056,-0.646057,0.0064343333333333,ABELL 0194,67
4181,4181,21.707111,-0.975178,0.016176,ABELL 0194,67
6453,6453,21.711559,-1.511132,0.0176863333333333,ABELL 0194,67
4183,4183,21.72675,19.214361,0.0429856666666666,ABELL 0195,72
